Ticketid,Calendar Week ,Ticket Create Time,Priority,Site,Problem Description,General Category,Sub Category,Resolution,No
INC000005873513,CW: 2022/11,3/15/2022 1:40:49 PM,Medium,Melaka,"(1) Problem description on error* (Including screenshot of error):  
   no error on camstar but automation UI showing camstar problem

comment: EAF.CreateEAJob:General Error. Equipment rejected command. 
Unable to retrieve current process program directory list from equipment: .



(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: 
1E207404G02
1E209907G02


(4) Equipments affected:
SO3K07  


(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: 
0126396903
6062515149



(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCF8CC9092476.infineon.com, 172.21.108.126, INFINEON\WahabMoh, MKZ/B8.1.R01.P, ,",Integration,EAF/EAFA,"1) Findings:
Lot already moved to next step

2) Containment Action*: may this is EA configuration issue or communicating issue.

3) FAQ: 

* Mandatory fields.",125
INC000005875461,CW: 2022/11,3/16/2022 9:28:53 AM,Low,Melaka,"(1) Problem description on error* (Including screenshot of error):
EAF.CreateEAJob: General Error or Cannot Create Job
?EAF.CreateEAJob: Cannot create job. Equipment is not in control state ONLINE/REMOTE!  

Equipment ID: SIS024

IP address: 172.21.123.116

Equipment type: FlexTestOrder_Create-v5.0.1

EDA port: 2543

   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[ x ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: VE138942G06

(4) Equipments affected: SIS024

(5) Equipment/PC name: ISCF8CC135136J.infineon.com

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only): https://faqstorage.infineon.com/KnowledgebaseArticle126676.aspx

(10) Affected area contact number*: 6062515716

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state 

ISCF8CC135136J.infineon.com, 172.21.120.152, INFINEON\YusofYu, MKZ/B8.2.R01.P, ,",Integration,EAF/EAFA,"1) Findings:
equipment  EAF status already ok
2) Containment Action*:
advise user try again
lot process success when i check again
3) FAQ: 

* Mandatory fields.",126
INC000005880339,CW: 2022/12,3/17/2022 11:28:34 PM,Low,Batam,"Problem Description:
	Missing summary W Testmode B21P qty 1125, qty 444

Site:
	BTH

Lot Number:
	ZA124277B03

Equipments Affected:
	TEFLEX050

Camstar Server:
	BTHSAPA24

Integration Application:
	

Printer:
	BTHSAPA24

Affected Area Contact Number:
	+62770610109

",Integration,EAF/EAFA,"1) Findings: Summary had no Start time (file corrupted)

2) Containment Action*: need to contact  Host team @Mashudin Mohamad

3) FAQ:",127
INC000005894617,CW: 2022/13,3/24/2022 5:50:35 PM,Low,Melaka,"(1) Problem description on error* (Including screenshot of error): 
EAF.CreateEAJob: General Error. Equipment rejected command. [EAF] - IPTEST081 : Index was outside the bounds of the array. 
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[ X ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number:  VE213740G02

(4) Equipments affected: SIR037

(5) Equipment/PC name:  ISCF8CC135136X.infineon.com

(6) Camstar Server*: MKZSAPA28 
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: 6062515624

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical): +60168308594

* Mandatory fields. 

 ISCF8CC135136X.infineon.com, 172.21.120.77, INFINEON\Wahid, MKZ/B8.4.R01.P, ,",Integration,EAF/EAFA,"1) Findings:

2) Containment Action*: user was able to proceed, 

3) FAQ: 

* Mandatory fields.",128
INC000005897610,CW: 2022/13,3/27/2022 8:34:59 AM,Low,Melaka,"(1) Problem description on error* (Including screenshot of error):  

?EAF.CreateEAJob: At least one incorrect parameter in CreateEAJob message. Invalid Component : No material, carrier or job based recipe available for job BP145001G12T-I1320220327140419834
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[ x ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: BP145001G12

(4) Equipments affected:T-I13

(5) Equipment/PC name:

(6) Camstar Server*:  MKZDMFOPST1 @ MKZSAPA28 (V7SU5.R8.4.RC1a-3)
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: 

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state 

ISCF8CC04716PB.infineon.com, 172.21.112.116, INFINEON\NarayaSr, MKZ/B8.2.R01.P, ,",Integration,EAF/EAFA,"1) Findings: issue solved by userself , now lot already combined to another lot

2) Containment Action*:

3) FAQ: 

* Mandatory fields.",129
INC000005913319,CW: 2022/13,4/2/2022 9:59:25 AM,Critical,Melaka,"(1) Problem description on error* (Including screenshot of error):  cannot create job. Equipment is not in control state
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[ x ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: TP010

(4) Equipments affected:

(5) Equipment/PC name:ISCW8CC11011QR

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):https://faqstorage.infineon.com/KnowledgebaseArticle126676.aspx

(10) Affected area contact number*: 6062515237

(11)Alt Contact Person Name (Compulsory for Critical)*: 0182984815

(12)Alt Contact Person Number (Compulsory for Critical):0126118775

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state , INFINEON\MohaNaz, MKZ/B6.2.R01.P, ,",Integration,EAF/EAFA,"1) Findings: The EQ in not communicating.

2) Containment Action*: restart EQ instance via EAF, then  can track in normally.

3) FAQ: 

* Mandatory fields.",130
INC000005920049,CW: 2022/15,4/5/2022 8:05:49 PM,Low,Singapore,"Problem Description:
	TRACK-IN,TRACK-OUT AND MOVE-OUT BUTTONS GREYED.UNABLE TO MOVE OUT LOT.

Site:
	SIN

Lot Number:
	84PFX9960JI

Equipments Affected:
	J750-065 - CAN NOT MOVE OUT LOT

Camstar Server:
	SINSAPA23 (V7SU5.R8.4.RC1) 

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	68400271

",Integration,EAF/EAFA,"1) Findings:  Camstar received Test Summary but missing Test Summary at JCBE side,
causing lot unable to MoveOut.

2) Containment Action*: Repump test summary
Lot has MoveOut to next step.

3) FAQ:""",131
INC000005923066,CW: 2022/14,4/6/2022 5:59:54 PM,Low,Batam,"Problem Description:
	Missing test summary F test mode B31P  Qty 4670 pcs

Site:
	BTH

Lot Number:
	1E135828B11

Equipments Affected:
	TEFLEX003
	

Camstar Server:
	BTHSAPA21

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	+62770610109

",Integration,EAF/EAFA,"Test summary has been recovered, please verify.",132
INC000005939378,CW: 2022/15,4/14/2022 5:05:01 AM,Low,Singapore,"(1) Problem description on error* (Including screenshot of error):  
This lot missing test summary in Camstar .  
Found in Archive Viewer but not transfer in Camstar .

(1) Lot Number:  VE201383G05

Test Flag : “  W ” missing test summary in Camstar  (1xN,1xW)
Test Mode : B11P                                                           
Node Name:  SINFFX69
Equipment’s affected: FLEX-069
Equipment/PC name::  DM-092
Test Temp:  25
Filename:\\wproj500.sin.infineon.com\ArchView\06_BE_TestSum\2022\01\VE201383\VE201383G05_B11P_W_20220414070731_S3705X8BX510_SINFFX69_sum.txt
Department: Production Test(Singapore)

Tel : +65 6840 0297
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  X  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: VE201383G05

(4) Equipments affected: FLEX-069

(5) Equipment/PC name: DM-092

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only): https://faqstorage.infineon.com/KnowledgebaseArticle113067.aspx

(10) Affected area contact number*:  +65 6840 0297

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCN5CG938C7BT.infineon.com, 10.",Integration,EAF/EAFA,"1) Findings:
Missing test summary

2) Containment Action*: Get test summary from Archive Viewer and save as txt file and recover follow FAQ

3) FAQ: https://faqstorage.infineon.com/ServiceDeskFAQs/113067/MissingTestSummaryinCamstarSingapore?Keywords=TEST+SUMMARY

* Mandatory fields.",133
INC000005941356,CW: 2022/16,4/14/2022 3:36:03 PM,Low,Cegled,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81544929

Area:
	Baumann

Interface:
	Camstar

Equipments or Process Affected:
	baumann

Host name:
	

Problem description / Error message:
	Baumann-nál beragadt 1 WT, Camstar szerint szétszerelésre vár, viszont már fizikálisan készen van, át kellene tenni röntgenre

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	01000354430284

",Integration,EAF/EAFA,Átmozgatás megtörtént.,134
INC000005942151,CW: 2022/16,4/15/2022 6:57:43 AM,Low,Batam,"Problem Description:
	Missing Test summary ZA127303B39,B31P,W =188  W=28
	

Site:
	BTH

Lot Number:
	ZA127303B39

Equipments Affected:
	TEFLEX047

Camstar Server:
	BTHSAPA24

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	+62770610109

",Integration,EAF/EAFA,"Follow FAQ to recover test summary.

https://faqstorage.infineon.com/ServiceDeskFAQs/126031/MissingTestSummaryinCamstarBatam?Keywords=test+summary",135
INC000005942616,CW: 2022/16,4/15/2022 4:03:30 PM,Low,Melaka,"Problem Description:
	Error : 
	
	EAF.CreateEAJob: General Error: Equipment rejected command. Unable to execute process job object creation at the equipment: ReturnCode=-1[:]
	
	camstar server : MKZSAPA32 
	Machine : NEO-002
	Lot NO : VC136952G04
	
	Contact : +6 016-3499219 (Husaini)

Site:
	MKZ M3 (PLT)

Lot Number:
	VC136952G04

Equipments Affected:
	NEO-002

Camstar Server:
	MKZSAPA32 

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	+6 016-3499219

",Integration,EAF/EAFA,"Findings: User not able to TrackIn.

Action: Restarted equipment instance and requested user through webex to try again, after no answer, did check lot history and lot did trackIn properly.

FAQ: N/A.",136
INC000005943243,CW: 2022/16,4/17/2022 6:07:21 AM,Low,Melaka,"(1) Problem description on error* (Including screenshot of error):  
EAF.CreateEAJob: -1: Timed out waiting for reply to YODA request after '30' seconds
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[x  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: 

ZF142333G03
1E206212G09
1E206121G03
1E206068G02
VF149062G10

(4) Equipments affected:

VAC004

(5) Equipment/PC name:

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: +6062515147

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCW8CC13748BD.infineon.com, 10.233.32.236, INFINEON\MohamadAli, MKZ/B3.G.R01.P, ,",Integration,EAF/EAFA,"1) Findings: time out issue

2) Containment Action*: found these lots already complete,  close the ticket

3) FAQ: 

* Mandatory fields.",137
INC000005953106,CW: 2022/17,4/21/2022 11:37:51 AM,Low,Melaka,"Problem Description:
	Tester summary missing in camstar

Site:
	MKZ M3 (PLT)

Lot Number:
	1F144681G04

Equipments Affected:
	Missing test summary in camstar.
	test summary is visible in AV

Camstar Server:
	MKZ - PROD  (MKZSAPA25)

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	60176783115

",Integration,EAF/EAFA,"1) Findings: No summarie provided with both BXXP and QXXP Information

2) Containment Action*: Advice user to follow up with Tan Yean Hoon

3) FAQ:",138
INC000005957112,CW: 2022/17,4/23/2022 10:37:54 AM,Low,Melaka,"(1) Problem description on error* (Including screenshot of error):  
   EAF.CreateEAJob:Generic Error: Internal Timeout while processing request..

(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[ x ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: 1E220738G04

(4) Equipments affected: SO3K10 

(5) Equipment/PC name:

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only): no FAQ

(10) Affected area contact number*: +6062515520

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCF8CC909247H.infineon.com, 172.21.108.77, INFINEON\AwanMohd, MKZ/B8.1.R01.P, ,",Integration,EAF/EAFA,"1) Findings: the EQ was not connected before.

2) Containment Action*: lot already can To as normal. no action by BOC

3) FAQ: 

* Mandatory fields.",139
INC000005958932,CW: 2022/17,4/25/2022 10:00:41 AM,Low,Singapore,"Problem Description:
	RU145393G57(B31p) missing Test Summary (N) from AV to Camstar .
	
	Filename:	\\wproj500.sin.infineon.com\ArchView\06_BE_TestSum\2021\45\RU145393\RU145393G57_B31P_N_20220425102628_S1333X4BX312_SINFFX47_sum.txt
	

Site:
	SIN

Lot Number:
	RU145393G57

Equipments Affected:
	FLEX-047

Camstar Server:
	SINSAPA23 

Integration Application:
	DDM

Printer:
	

Affected Area Contact Number:
	+658400297

",Integration,EAF/EAFA,"https://faqstorage.infineon.com/ServiceDeskFAQs/113067/MissingTestSummaryinCamstarSingapore?Keywords=test+summary

Just follow FAQ can recover successfully.",140
INC000005960137,CW: 2022/17,4/25/2022 3:22:57 PM,Low,Batam,"Problem Description:
	Missing Test Summary N, B41P , quantity 15079 pcs

Site:
	BTH

Lot Number:
	ZA203419B22

Equipments Affected:
	TEMMCI004

Camstar Server:
	BTHSAPA22

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	358

",Integration,EAF/EAFA,"https://faqstorage.infineon.com/ServiceDeskFAQs/126031/MissingTestSummaryinCamstarBatam?Keywords=TEST+SUMMARY

Confirm with Arif (PTE) , the MMCI no StartTime, can recover directly.",141
INC000005968816,CW: 2022/18,4/28/2022 3:06:55 PM,Low,Batam,"Problem Description:
	Missing Test Summary N , test mode B41P quantity 7538 pcs  

Site:
	BTH

Lot Number:
	ZA143166B19

Equipments Affected:
	TEMMCI004

Camstar Server:
	BTHSAPA21

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	631

",Integration,EAF/EAFA,"Test file has been recovered, user may proceed as usual",142
INC000005977056,CW: 2022/18,5/3/2022 7:00:07 PM,High,Melaka,"(1) Problem description on error* (Including screenshot of error):  
EAF.CreateEAJob: Cannot create job. Equipment is not in control state ONLINE/REMOTE!
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[ X ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: 
1F212205G05

(4) Equipments affected:
DPL001

(5) Equipment/PC name:
ISCF8CG904S7QN

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: +0176758942

(11)Alt Contact Person Name (Compulsory for Critical)*: +0168201306

(12)Alt Contact Person Number (Compulsory for Critical): Lingeswaran

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCF8CG904S7QN.infineon.com, 172.21.107.76, INFINEON\Lingeswa, MKZ/B8.G.R01.P, ,",Integration,EAF/EAFA,"1) Findings: Equipment was not in ONLINE/REMOTE State

2) Containment Action*: asked user to configure equipment to ONLINE/REMOTE
3) FAQ: 

* Mandatory fields.",143
INC000005978350,CW: 2022/18,5/4/2022 9:14:28 AM,Low,Singapore,"Problem Description:
	5 lot missing Test Summary from AV to Camstar  . Before Preventive Maintenance  Camstar 8.5 .
	1.RU140090G13 (B21p) missing Test Summary (W) from AV to Camstar , Run on FLEX-016
	2.RU152133IA3 (B31p) missing Test Summary (N) from AV to Camstar , Run on FLEX-052
	3.ZA139334G22 (B21p) missing Test Summary (N) from AV to Camstar , Run on FLEX-034
	4.ZA151294G04 (B21p) missing Test Summary (N) from AV to Camstar , Run on FLEX-114
	5.ZA208066G02 (B31p) missing Test Summary (N) from AV to Camstar , Run on FLEX-064

Site:
	SIN

Lot Number:
	RU140090G13 , RU152133IA3, ZA139334G22, ZA151294G04 , ZA208066G02

Equipments Affected:
	Flex-016, Flex-052,FLEX-034,FLEX-114 ,FLEX-064

Camstar Server:
	SINSAPA23 

Integration Application:
	DDM

Printer:
	

Affected Area Contact Number:
	+658400297

",Integration,EAF/EAFA,"All of the test summary recovered, please verify at your end.",144
INC000005978980,CW: 2022/18,5/4/2022 11:49:46 AM,Low,Singapore,"Problem Description:
	2 lot missing Test Summary from AV to Camstar . Before  11:00am Preventive Maintenance Camstar 8.5 
	
	1.ZA019383W0B (B11p ) missing Test Summary (N) from AV to Camstar ,Run on FLEX-075
	2.1E2124848A4  (B21p ) missing Test Summary (N) from AV to Camstar ,Run on FLEX-122

Site:
	SIN

Lot Number:
	ZA019383W0B ,

Equipments Affected:
	FLEX-075 ,FLEX-122

Camstar Server:
	SINSAPA23 

Integration Application:
	DDM

Printer:
	

Affected Area Contact Number:
	+658400297

",Integration,EAF/EAFA,"All test summary recovered, please verify at your end.",145
INC000005979684,CW: 2022/19,5/4/2022 5:13:28 PM,Low,Batam,"Problem Description:
	Missing test  summary N  ,B41P at camstar 

Site:
	BTH

Lot Number:
	RU204306B07

Equipments Affected:
	TEMMCI005

Camstar Server:
	BTHSAPA22

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	62770613631

",Integration,EAF/EAFA,test file was recovered,146
INC000005980077,CW: 2022/18,5/5/2022 1:40:40 AM,Low,Singapore,"Problem Description:
	ZA212231IA8 (B31p) missing Test Summary (W) from AV to Camstar .
	
	Filename:	\\wproj500.sin.infineon.com\ArchView\06_BE_TestSum\2022\12\ZA212231\ZA212231IA8_B31P_W_20220505002134_M5240C12B8PJ7_SINF7506_sum.txt
	Summary report
	05/05/2022 00:35:21

Site:
	SIN

Lot Number:
	ZA212231IA8

Equipments Affected:
	J750-006

Camstar Server:
	SINSAPA23 

Integration Application:
	DDM

Printer:
	

Affected Area Contact Number:
	+658400297

",Integration,EAF/EAFA,"follow below faq to recover test summary

https://faqstorage.infineon.com/ServiceDeskFAQs/113067/MissingTestSummaryinCamstarSingapore?Keywords=testsummary",147
INC000005986931,CW: 2022/19,5/9/2022 7:54:22 AM,Low,Melaka,"(1) Problem description on error* (Including screenshot of error):  
   Question from user: 
may i know why this folder is not update?
""\\eaf-prod-fileshare01.mkz.infineon.com\camstar_testfile\TestSummary\_Archive\ITPESTER""
cause the last folder update is 3hb may
can u check?

impact for production: yes, cause im cannot extract data out based on current date

(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[ x ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: 

(4) Equipments affected:

(5) Equipment/PC name:

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: 

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCN5CG8509608.infineon.com, 10.232.230.188, INFINEON\LiminBro, MKZ/LOG.3.R01.GE009, ,",Integration,EAF/EAFA,"1) Findings: Checked with EAF Kam, it is due to the archiving job not running. 
2) Containment Action*:
Isssue was fixed by Kam. Folder updated
3) FAQ: 

* Mandatory fields.",148
INC000005992372,CW: 2022/19,5/11/2022 2:10:32 AM,Low,Singapore,"Problem Description:
	ZA201180G25(B21p) missing Test Summary (F) from AV to Camstar .
	
	Filename:	\\wproj500.sin.infineon.com\ArchView\06_BE_TestSum\2022\01\ZA201180\ZA201180G25_B21P_F_20220510160400_S9180D8B221Q111_siv93k207_sum.txt
	
	

Site:
	SIN

Lot Number:
	ZA201180G25

Equipments Affected:
	V93K-207

Camstar Server:
	SINSAPA23 

Integration Application:
	DDM

Printer:
	

Affected Area Contact Number:
	+658400297

",Integration,EAF/EAFA,Test summary already available in Camstar,149
