Ticket ID,Site Default,Calendar Week ,Ticket Create Time,Problem Description,General Category,Sub Category,Resolution,Priority,No.,Count of Calendar Week 
INC000005893479,Cegled,CW: 2022/12,3/24/2022 10:23:40 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81534764

Area:
	Rendszerforrasztás

Interface:
	Camstar

Equipments or Process Affected:
	HDLMOD-Rendszerforrasztas AGG

Host name:
	DUMMY_22AS0039

Problem description / Error message:
	Vadu állomáson nem tudjuk a JIG-r?l leválasztani a modolukat. 

Contact Phone Number:
	06303418479

Carriers / Items affected (ID):
	01000354430137

",Procedural,Bonus / Reject,Affected module has been scrapped on Baumann equipment.,Low,310,1
INC000005895386,Cegled,CW: 2022/12,3/25/2022 7:04:36 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81412053

Area:
	Anyagos

Interface:
	

Equipments or Process Affected:
	eway

Host name:
	

Problem description / Error message:
	EWAY PlanMonitorba szeretném visszakérni az UW0373P0 / 81412053 tételt, mert újracsomagolják a tételt és szeretném visszanyitni TIM állomásra.

Contact Phone Number:
	308311786

",Configuration,Others,A FAUF visszaállítva,Critical,311,1
INC000005895690,Cegled,CW: 2022/12,3/25/2022 8:00:14 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81534771

Area:
	Röntgen

Interface:
	Camstar

Equipments or Process Affected:
	X-RAY_115

Host name:
	10051036

Problem description / Error message:
	Röntgen állomáson be van ragadva egy modul. 
	
	2112130197445944

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	2112130197445944",Procedural,Others,2112130197445944 item has been scrapped wit LC LT14 - Lunker/zárvány a chipforrasztásnál on 25th of March 05:32 am,Low,312,1
INC000005895879,Cegled,CW: 2022/12,3/25/2022 9:14:11 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81534771

Area:
	Röntgen

Interface:
	Camstar

Equipments or Process Affected:
	X-Ray_115

Host name:
	10051036

Problem description / Error message:
	A röntgent állomáson a camstarban beragadt  egy modul.?
	1982110509445944

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	1982110509445944

",Procedural,Bonus / Reject,Affected module has been scrapped on X-ray equipment,Low,313,1
INC000005896045,Cegled,CW: 2022/12,3/25/2022 9:33:07 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81538929

Area:
	Pin beültetés

Interface:
	Camstar

Equipments or Process Affected:
	Assy-Pin_013

Host name:
	10060366

Problem description / Error message:
	A pin beültet? állomáson  beragadt egy tálca, de már vizuális ellen?rzésen jár.
	
	Tálca: 0100137885003378
	
	DCB-k:
	0352200542543484
	0352200539543484
	0352200166543484
	
	
	

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	0100137885003378

",Integration,Camstar,MoveOut txn has been successfully sent out via MESAdapter.,Low,314,1
INC000005896377,Cegled,CW: 2022/12,3/25/2022 11:26:56 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81539468

Area:
	Baumann

Interface:
	Camstar

Equipments or Process Affected:
	Baumann Assembly Sub-equipment 01

Host name:
	10025507-01

Problem description / Error message:
	Baumann gépen olyan hibaüzentet dob fel a Camstar, hogy le van zárva de van még a tételb?l.

Contact Phone Number:
	303418479

",Procedural,TrackIn / TrackOut,FAUF maximum procedured qty has been reached. Please request a ne FAUF if more qty required.,Low,315,1
INC000005897028,Cegled,CW: 2022/13,3/25/2022 4:16:34 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81538916

Area:
	

Interface:
	

Equipments or Process Affected:
	ECONO2_MOD_A

Host name:
	

Problem description / Error message:
	Fantom WT Rendszerforrasztáson

Contact Phone Number:
	308311776

Carriers / Items affected (ID):
	308311776

",Procedural,TrackIn / TrackOut,Some items are stuck in VADU equipment. Assigned scanname to them via MESAdapter.,Low,316,1
INC000005897254,Cegled,CW: 2022/13,3/25/2022 8:07:40 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81534764

Area:
	ZBW keretszerelés

Interface:
	Camstar

Equipments or Process Affected:
	keretszerelés

Host name:
	

Problem description / Error message:
	2232130270445944 számú modult nem tudtuk selejtezni,  a hozzá rendelt keretet rátette egy másik modulra
	és lett selejtnek jelentve nem a tényleges selejt.
	Ragasztásnál járt a modul és megállt lyukmérési hibával.

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	2232130270445944

",Integration,Others,2232130270445944 BP ID somehow stucked in ZBV equipment (PLC memory). Full equipment power off was required.,Low,317,1
INC000005897304,Cegled,CW: 2022/12,3/26/2022 1:11:38 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81534764

Area:
	ultrahangos hegesztés

Interface:
	Camstar

Equipments or Process Affected:
	WT:01000410981862
	modulszámok:0032200722339743, 0032200618339743

Host name:
	ISCFPC1ZS851

Problem description / Error message:
	2 db modult nem tudunk a wt-hez hozzárendelni

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	01000410981862

",Integration,Others,Happened due to ZVG EQ failure. Manually assigned carrier and sent a MoveOut via MESAdapter.,Low,318,1
INC000005897478,Cegled,CW: 2022/12,3/26/2022 9:27:42 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81534764

Area:
	Öntés

Interface:
	Camstar

Equipments or Process Affected:
	PottingSystem_023

Host name:
	10065060

Problem description / Error message:
	Öntésen kifutott az UD0151P0 tétel kiregisztráláskor 2 db fantom modult mutat a Camstar, a selejteket végig néztük és 1 db AL08-at találtunk, mai nem volt lekönyvelve de annak más a modul száma. 

Contact Phone Number:
	303418479

",Integration,XMES,A selejtezés megtörtént helyben kezelve.,Low,319,1
INC000005897479,Cegled,CW: 2022/13,3/26/2022 9:37:44 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81534769

Area:
	ZBV

Interface:
	Camstar

Equipments or Process Affected:
	Assy-Frame_013

Host name:
	10001223

Problem description / Error message:
	ZBV állomáson egy modolunk be van ragadva információink alapján ezért nem tud menni a gép.

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	2032110006445944

",Integration,Others,2232130270445944 BP ID somehow stucked in ZBV equipment (PLC memory). Full equipment power off was required.,Low,320,1
INC000005897500,Cegled,CW: 2022/13,3/26/2022 11:01:43 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	

Equipments or Process Affected:
	247- es hordozó 

Host name:
	

Problem description / Error message:
	Szeretném kérni a 247-es hordozó törlését 

Contact Phone Number:
	0653514352

Carriers / Items affected (ID):
	06300195220

",Procedural,TrackIn / TrackOut,"Lot has been completed before, carries was empty, No action was required.",Low,321,1
INC000005898021,Cegled,CW: 2022/12,3/27/2022 12:39:09 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81539099

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	ECONO2_TEST_A

Host name:
	

Problem description / Error message:
	Kett? raklap hordozóra lett beregisztrálva az alábbi tétel, kérlek a 246-os hordozóra tegyétek át a 247-r?l a mennyiséget.
	
	81539099
	

Contact Phone Number:
	308311776

",Procedural,Others,"done , email sent So 27.03.2022 13:09 / kész lsd korábbi email",Low,322,1
INC000005898022,Cegled,CW: 2022/13,3/27/2022 12:42:25 PM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81531933

Area:
	Datacon

Interface:
	Camstar

Equipments or Process Affected:
	ZU01211P1 - 81531933
	Regi: 42456
	Uj, ami helyes: 49082
	

Host name:
	CEGBEARDCPREP04

Problem description / Error message:
	Camstar renszerben nem az SAP papiron szereplo (uj DCB) Mat. szamat viszi a rendszer, hanem a regiet.

Contact Phone Number:
	308311766

",Configuration,Master Data,"Reply sent for customer and issue forwarded for MD,  (After MD team changed MD should be resend with new lot)Next time such Md isse can be adressed to DL-CEG-MasterData <CEG-CEG-MasterData@infineon.com> email adress.",Low,323,1
INC000005898102,Cegled,CW: 2022/13,3/27/2022 11:39:24 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81538968

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	ECONO2_MOD_A

Host name:
	

Problem description / Error message:
	A H914217P0 / 81538968 tételben szortírozáson be van ragadva 63 item. 
	A DUMMY_20000052_011 monitorra van beregisztrálva, de ott már nem található, nem tudjuk kinyomni.
	Legyetek szívesek ránézni, mert más tételt a monitorra nem tudnak így beregisztrálni sem, mert nem engedi.
	
	

Contact Phone Number:
	308311776

",Procedural,Others,A beragadt wt-k kimozgatása megtörtént a DUMMY_20000052_011-es állomásból.,Low,324,1
INC000005898220,Cegled,CW: 2022/13,3/28/2022 1:45:22 AM,"Site:
	CEG

Affected Line:
	IHM

Fauf (Fertigungsauftrag) / Lot ID:
	81538348

Area:
	

Interface:
	Equipment

Equipments or Process Affected:
	Modulszelektív forrasztó

Host name:
	ISCFS4RL7310

Problem description / Error message:
	Nem lehet becsipogni a modulszelektív területen az Ewaybe a tételt. ""Nem járt az el?z? állomáson"" hibát ír. 

Contact Phone Number:
	06302650641

",Procedural,Others,Lot validálás megtörtént.,Low,325,1
INC000005900313,Cegled,CW: 2022/13,3/28/2022 12:53:50 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81538799

Area:
	önt?

Interface:
	Camstar

Equipments or Process Affected:
	kimozgatás teszt mérésre

Host name:
	ISCFPC1ZS847

Problem description / Error message:
	Beragadt WT

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	01000410982687

",Procedural,Others,Moved out as talked in call,Low,326,1
INC000005900327,Cegled,CW: 2022/13,3/28/2022 1:00:46 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81538989

Area:
	Baumann

Interface:
	Camstar

Equipments or Process Affected:
	Baumann 

Host name:
	10025507-01

Problem description / Error message:
	A Baumann nem szereli szét a modult, a JIG-et nem választja szét a modultól.

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	0151

",Procedural,Others,"1 Jig was effected, as there is meanwhile no Eq integration, mouved to rtg",Low,327,1
INC000005900603,Cegled,CW: 2022/13,3/28/2022 2:39:00 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81538924

Area:
	Ultrahangos hegesztés

Interface:
	Camstar

Equipments or Process Affected:
	ISCFPC1ZS851

Host name:
	ISCFPC1ZS851

Problem description / Error message:
	Ma 12,30 körül szonotróda csere volt ultrahangos hegesztés állomáson. A csere után a mess nem lett vissza aktiválva, ezért 11 wt úgy gyártódott le, hogy a camstraba nincs benne.

Contact Phone Number:
	30/3418479

Carriers / Items affected (ID):
	30/3418479

",Procedural,Others,"adat híjján sejeztezeni valo, lsd email",Low,328,1
INC000005900862,Cegled,CW: 2022/13,3/28/2022 4:53:52 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81538991,81538992,81538993,81538994,81538995

Area:
	VADU

Interface:
	Camstar

Equipments or Process Affected:
	VADU

Host name:
	VADU

Problem description / Error message:
	Material lot is on Hold!
	VADU állomáson a felsorolt 5 db tétel indításakor a fenti hibaüzenetet kaptuk. DCB Bond állomáson sincs már benne a Camstarba.

Contact Phone Number:
	303418479

",Procedural,Others,as per phone talked : chip szinten nem voltak lezárva/were not mouved out from chip level,Low,329,1
INC000005901165,Cegled,CW: 2022/13,3/28/2022 7:52:01 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81538939

Area:
	ragasztás/keretszerelés

Interface:
	Camstar

Equipments or Process Affected:
	modul számok:
	0032200894339743
	0032200897339743
	0032200899339743

Host name:
	ISCFPC1ZS851

Problem description / Error message:
	Ragasztás/keretszerelés állomáson 3 db modult nem tudnak hozzá rendelni a wt-hez

Contact Phone Number:
	+36303418479

Carriers / Items affected (ID):
	wt:01000410982998

",Integration,Camstar,"As per email replyed earlier, moved to USS/
mint beszszéltük ill írtam korábban, a keretszerelésr?l áttettem az USS welding UH hegesztésre.",Low,330,1
INC000005901166,Cegled,CW: 2022/13,3/28/2022 7:56:04 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81539134

Area:
	Potting/szilikon öntés

Interface:
	Camstar

Equipments or Process Affected:
	006

Host name:
	

Problem description / Error message:
	Sziasztok!
	
	Az alábbi Wt (8 db modul) áthelyezését szeretném kérni, mert nem a megfelel? tételhez lett beregisztrálva.
	
	0100104502900192 ? keretbondig ehhez a tételhez lett regisztrálva, így innen ki kellene regisztrálni
	
	100	81539138	49372	U73828E0	CW13
	
	
	Ehhez a tételhez kellene beregisztrálni önt? állomásra:
	
	100	81539134	49362	U73827E0	CW13
	
	Önt? berendezés száma: 006
	
	Köszönöm a segítséget!
	
	Üdv:
	Andi
	

Contact Phone Number:
	302256710

",Procedural,Others,"already deassigned at sorting, as aligned we do not need to put the 8 items to other lot
a sortingon leszedték az elemeket, megbeszéltek szerint nem lesz a másik lotra átvezetve a elem camstarban",Low,331,1
INC000005901207,Cegled,CW: 2022/13,3/28/2022 9:46:33 PM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81530429

Area:
	Automata packing

Interface:
	

Equipments or Process Affected:
	Automata csomi állomás suámítógépe

Host name:
	ISCFS4RL7316

Problem description / Error message:
	Sziasztok!
	
	Az alábbi tételt nem tudtuk lekönyvelni ,mert azt írja az Xtest ,hogy nem zártuk le az automatán.
	
	ProductionOrder:	81530429
	Material:	43967
	Category:	PROD
	Type:	FF600R12ME4_B72;
	Charge:	HW6077P0
	Segítséget szeretnénk kérni ,hogy a könyvelést tovább folytathassuk.
	El?re is köszönjük.
	
	Üdv, D m?szak

Contact Phone Number:
	06301256467, 06304253623

Carriers / Items affected (ID):
	06301256467, 06304253623

",Procedural,Others,lot alredy closed,Low,332,1
INC000005903035,Cegled,CW: 2022/13,3/29/2022 11:02:58 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81533820

Area:
	

Interface:
	XMES

Equipments or Process Affected:
	Modul testing

Host name:
	

Problem description / Error message:
	Kiregisztrálási hiba

Contact Phone Number:
	308311776

Carriers / Items affected (ID):
	308311776

",Procedural,TrackIn / TrackOut,Need to move in the lot to TEST area in Camstar.,Low,333,1
INC000005903752,Cegled,CW: 2022/13,3/29/2022 3:27:16 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81541130

Area:
	DCB Bond

Interface:
	Camstar

Equipments or Process Affected:
	HDLSUB-DCB bondolas AGG

Host name:
	DUMMY_22AS063

Problem description / Error message:
	DCB bond állomáson 9 db nutzent nem tudnak a tálcához rendelni.

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	0100137885002900

",Integration,XMES,A nutzenek hozzárendelése megtörtént.,Critical,334,1
INC000005904108,Cegled,CW: 2022/13,3/29/2022 6:29:46 PM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81540760

Area:
	Automata packing

Interface:
	

Equipments or Process Affected:
	Automata csomagoló Xtest program zárási hiba

Host name:
	ISCFS4RL7316

Problem description / Error message:
	Sziasztok!
	
	Ismételten nem tudunk lekönyvelni egy tételt ,mert azt írja az Xtest ,hogy nem zártuk le az automatán.
	Charge: HO3452E0
	Auft: 81540760
	Mat:37953
	Minden folyamatot úgy csináltunk mint eddig.
	El?re is köszönjük.Segítséget szeretnénk kérni ,hogy a könyvelést tovább folytathassuk.
	Ticketet írtunk.
	
	Üdv, D m?szak
	

Contact Phone Number:
	06301256467, 06304253623

Carriers / Items affected (ID):
	06301256467, 06304253623

",Integration,Orbit,"a tétel lezárásra kerül, a fuvarlevél nyomtatható",Low,335,1
INC000005904408,Cegled,CW: 2022/13,3/30/2022 3:36:59 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	Önt?

Host name:
	

Problem description / Error message:
	Szeretém kérni a 397-es hordozó törlését.

Contact Phone Number:
	06300195220

",Procedural,TrackIn / TrackOut,"Lot has been completed before, carries was empty, No action was required.",Low,336,1
INC000005904572,Cegled,CW: 2022/13,3/30/2022 4:29:40 AM,"IHM-en egy tétel a modul szelektíven rögzítve lett . Viszont a következ? állomason mar nem lehet a könyveleset elvegezni , mert az EWAY ugy jelzi hogy nem jart az elözö területen .

",Integration,LEGACY APP,Validálva az egész lot a hiányzó épésben Balogh Márk által.,Low,337,1
INC000005906109,Cegled,CW: 2022/13,3/30/2022 12:19:00 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81543007

Area:
	

Interface:
	

Equipments or Process Affected:
	Eway

Host name:
	

Problem description / Error message:
	Az alábbi tételt nem tudjuk elstartoltatni Eway-ben:
	
	81543007

Contact Phone Number:
	308311776

",Integration,LEGACY APP,Prepared to restart in eway. (Based info from other Shift not needed in eway)Lot in camstar in WIP.,Medium,338,1
INC000005906111,Cegled,CW: 2022/13,3/30/2022 12:21:37 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	ECONO2_SUB_B

Host name:
	

Problem description / Error message:
	81530999 abortálását szeretném kérni mivel csak eway-es könyvelés?

Contact Phone Number:
	308311776

",Integration,Camstar,A tétel abortálása megtörtént.,Medium,339,1
INC000005906175,Cegled,CW: 2022/13,3/30/2022 1:11:07 PM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81531816

Area:
	RTG

Interface:
	

Equipments or Process Affected:
	erintett kartyak: DUMMY_RUNCARD120_92
	DUMMY_RUNCARD120_103
	DUMMY_RUNCARD120_09
	

Host name:
	CEGBEARXRAY04

Problem description / Error message:
	RTG allamason Change Carrier-ben a kartya kiregisztralasakor hibaüzenet jelenik meg, kollegak nem tudjak tovabb regisztralni a anyagot.

Contact Phone Number:
	308311766

",Configuration,Master Data,"workflow (MOD62MMHB SBI) beállítás miatt keletkezett a hiba.
office id?ben javítva lett és most már jó",Low,340,1
INC000005907051,Cegled,CW: 2022/13,3/30/2022 7:23:20 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81540805

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	10035389-xray-25 

Host name:
	

Problem description / Error message:
	10035389 xrax25 wt beragadás
	wt sz 0100104502900037

Contact Phone Number:
	302256710

",Integration,XMES,A kiregisztrálás megtörtént.,Low,341,1
INC000005907132,Cegled,CW: 2022/13,3/30/2022 10:55:23 PM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81533364 ,81533367,81536239,81536444,81536445,

Area:
	önt?

Interface:
	Camstar

Equipments or Process Affected:
	szortír

Host name:
	

Problem description / Error message:
	szortír állomáson nem lehet ki regisztrálni a tételeket mert camstar nélkül mentek végig  önt?, csomagoló állomáson 

Contact Phone Number:
	308311766

Carriers / Items affected (ID):
	308311766

",Integration,XMES,A wt-k felszabadítása megtörtént.,Low,342,1
INC000005907148,Cegled,CW: 2022/13,3/31/2022 12:00:25 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81541281

Area:
	

Interface:
	

Equipments or Process Affected:
	ISCFS4NK2184

Host name:
	

Problem description / Error message:
	Fantom wt rendszerforrasztáson, röntgen állomáson.
	
	

Contact Phone Number:
	30 8311 776

Carriers / Items affected (ID):
	30 8311 776

",Integration,XMES,Mehet a move out.,High,343,1
INC000005907751,Cegled,CW: 2022/13,3/31/2022 4:31:45 AM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81531782 , 81529458

Area:
	röntgen

Interface:
	Camstar

Equipments or Process Affected:
	CEGBEARXRAY04

Host name:
	

Problem description / Error message:
	Röntgen állomáson a kártyák becsipogása után az alábbi hiba üzenet jelenik meg Change Carrier felületen : Unhandled Exception 

Contact Phone Number:
	308311766

",Configuration,Master Data,workflow hiba volt amit office time-ban javított a camstar csapat egyik tagja.,Low,344,1
INC000005908096,Cegled,CW: 2022/13,3/31/2022 8:04:08 AM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81531960

Area:
	Röntgen

Interface:
	Camstar

Equipments or Process Affected:
	XRAY-04

Host name:
	CEGBEARXRAY04

Problem description / Error message:
	Sziasztok!
	
	Az alábbi tétellel kapcsolatban szeretnék segítséget kérni:
	
	UZ01212P0-81531960
	
	
	Gépszám: CEGBEARXRAY04
	
	
	Röntgen állomáson a Dummy Runcard 71-es kártyáról való kiregisztráláskor hibaüzenet jelenik meg. 
	Azt a hibaüzenetet dobja fel, hogy ellen?rizze, hogy a hordozó megfelel? állomáson van-e. Ellen?rzéskor pedig Röntgen állomást mutatja és csak a hibaüzenetet dobja fel, állandóan.
	
	Köszönöm a segítséget.
	
	Üdv: Brigi
	

Contact Phone Number:
	308311766

",Configuration,Master Data,A MOD62MMHB SBI tétel forta a rtg gépet.,Low,345,1
INC000005908799,Cegled,CW: 2022/13,3/31/2022 10:30:17 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81540434

Area:
	Automata packing

Interface:
	XMES

Equipments or Process Affected:
	AUTOCSOMI

Host name:
	ISCFS4RL7316

Problem description / Error message:
	Sziasztok!
	.
	A következ? hiba miatt nem tudtuk lekönyvelni a tételt ezért kérnénk segítséget.
	Hibaüzenet: 
	""Printing Error: Lot 81538217 is not finished at packing station!"" 
	Szeretnénk mi is segítséget kérni :) 
	ProductionOrder:81540434
	Material:47685
	Category:PRODType:F4-75R12KS4_B11;
	Charge:H26698P0
	El?re is köszönjük.
	
	Üdv, Szabina & Tündi

Contact Phone Number:
	06301256467, 06304253623

Carriers / Items affected (ID):
	268

",Procedural,Others,email reply sent at  31.03.2022 10:46,Low,346,1
INC000005909002,Cegled,CW: 2022/13,3/31/2022 11:16:55 AM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	

Equipments or Process Affected:
	OE45 

Host name:
	

Problem description / Error message:
	62mm kártyabond területen OE45-ös berendezésen a TFM sárga státuszt mutat gyártás közben és sehogy sem akar normál gyártásra váltani. 

Contact Phone Number:
	+36302591206

Carriers / Items affected (ID):
	+36302591206

",Integration,LEGACY APP,after sending investigation to Enginer event  data received (and status prod),Low,347,1
INC000005909448,Cegled,CW: 2022/13,3/31/2022 2:33:35 PM,"*Problem description / Error message: More than one carrier stuck in the XMES Change Carrier GUI. Move Out txn failed, error msg: The target step could not be determined for this container.
*Site (WAR/ CEG): CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): 62mm
Fauf / Lot ID: 81531816       
Area (e.g. Chip soldering): X-ray
Interface (Camstar / XMES/ Equipment): Camstar
*Equipment or Process (ID, Equipment number): Virtual equipment's: DUMMY_20000064_001, DUMMY_20000064_002
Host Name: CEGBEARXRAY04, CEGBEARXRAY13
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID): DUMMY_RUNCARD120_108, DUMMY_RUNCARD120_103, DUMMY_RUNCARD120_09, DUMMY_RUNCARD120_57, DUMMY_RUNCARD120_83, DUMMY_RUNCARD120_92, DUMMY_RUNCARD120_75, DUMMY_RUNCARD120_45",Configuration,Master Data,"Linkage missed between '20000064' and '20000065' in MOD62MMHB SBI? worflow.
Have to use MoveInCancel all affected carrier from DUMMY_20000064_001, DUMMY_20000064_002 via MESAdapter.
Contacted with Camstar MD team, after linkage correction the Move Out txns are successfully ran.",Low,348,1
INC000005909626,Cegled,CW: 2022/13,3/31/2022 2:50:23 PM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81539100

Area:
	Endtest

Interface:
	Equipment

Equipments or Process Affected:
	Adler 1

Host name:
	CEGF03048DC0190

Problem description / Error message:
	Adler 1 endtester Copy_lot sending fail.

Contact Phone Number:
	+36300195220

Carriers / Items affected (ID):
	306

",Platform,Performance,"Issue happened due to sending request failure (time-out) Retried copylot run again, task successfully completed.",Low,349,1
INC000005910056,Cegled,CW: 2022/13,3/31/2022 9:11:11 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81541053

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	Automatapacking

Host name:
	

Problem description / Error message:
	H914273p0 81541053  Kett? hordozón van atomatapacing nem tudja lekönyvelni

Contact Phone Number:
	30225671

",Procedural,Others,"email sent at 21:34 items replaced as requested 
(later checked, is lot  81541053 in  CEGINV_Material)",Low,350,1
INC000005910081,Cegled,CW: 2022/13,3/31/2022 10:34:58 PM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81531784

Area:
	tördelés

Interface:
	Camstar

Equipments or Process Affected:
	tördelés

Host name:
	

Problem description / Error message:
	A tételb?l  tördelés állomáson 160 nutzen ragadt bent , 04 -es cimke kellene hozzá hogy ki lehessen regisztrálni de az a cimke nincs meg.

Contact Phone Number:
	308311766

",Procedural,Bonus / Reject,materil lot is closedsaid messsage -To add mat was able only after unterminate and qty adjust.,Low,351,1
INC000005910106,Cegled,CW: 2022/14,4/1/2022 12:33:19 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81541204

Area:
	DCB Teszt

Interface:
	Camstar

Equipments or Process Affected:
	Handler-Test_002_PHD

Host name:
	10000836

Problem description / Error message:
	DCB teszter állomáson nem tudjuk folytatni a tételt camstarban. 

Contact Phone Number:
	303418479

",Integration,XMES,A tétel gyártása még aznap be lett fejezve.,Low,352,1
INC000005910156,Cegled,CW: 2022/13,4/1/2022 12:22:35 AM,"*Problem description / Error message: mr Kulcsár calld that there is some issue at dve2, but can not give more info per email or in ticket, I said will check during he/they send mode details about
*Site (WAR/ CEG):ceg
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): Econo1
Fauf / Lot ID: 
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): dve2
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Configuration,Printing,"printer was configured, printer was ready, printed successfully material label and runcard too.But at print label Ui at registering was no print. There was an issue with namespace created config, with new config this function was working too, confirmed by prod",Low,353,1
